Date,Material_ID,Base_Demand,Seasonal_Factor,Weekly_Factor,Noise,Final_Demand
2024-02-05,MAT028,18,0.95,1.05,0.03433287015943978,18
2024-02-06,MAT028,18,0.95,1.0,0.035323553130059665,17
2024-02-07,MAT028,18,0.95,1.0,0.0251505458583427,17
2024-02-08,MAT028,18,0.95,1.0,-0.1126956957099114,15
2024-02-09,MAT028,18,0.95,1.05,-0.10267879391983317,16
2024-02-10,MAT028,18,0.95,1.1,0.1798572461915075,22
2024-02-11,MAT028,18,0.95,1.1,0.08938806084272083,20
2024-02-12,MAT028,18,0.95,1.05,-0.16382620517385804,15
2024-02-13,MAT028,18,0.95,1.0,-0.1108246913365551,15
2024-02-14,MAT028,18,0.95,1.0,0.05084620847235061,17
2024-02-15,MAT028,18,0.95,1.0,-0.0866138452304202,15
2024-02-16,MAT028,18,0.95,1.05,-0.09930653759735485,16
2024-02-17,MAT028,18,0.95,1.1,-0.11906080279874401,16
2024-02-18,MAT028,18,0.95,1.1,-0.12570925458533938,16
2024-02-19,MAT028,18,0.95,1.05,0.045332232708094944,18
2024-02-20,MAT028,18,0.95,1.0,0.16233952955268294,19
2024-02-21,MAT028,18,0.95,1.0,-0.055547257612176354,16
2024-02-22,MAT028,18,0.95,1.0,-0.1513965594495313,14
2024-02-23,MAT028,18,0.95,1.05,-0.15028026292582847,15
2024-02-24,MAT028,18,0.95,1.1,0.17347588195945812,22
2024-02-25,MAT028,18,0.95,1.1,0.011494191247147567,19
2024-02-26,MAT028,18,0.95,1.05,-0.01348579572889852,17
2024-02-27,MAT028,18,0.95,1.0,0.15629649758004283,19
2024-02-28,MAT028,18,0.95,1.0,0.002845174939462375,17
2024-02-29,MAT028,18,0.95,1.0,-0.007760442860557409,16
2024-03-01,MAT028,18,1.0,1.05,0.1706610134409473,22
2024-03-02,MAT028,18,1.0,1.1,-0.010216350818414266,19
2024-03-03,MAT028,18,1.0,1.1,-0.04361556969039859,18
2024-03-04,MAT028,18,1.0,1.05,0.03266485278667752,19
2024-03-05,MAT028,18,1.0,1.0,0.19089261261352392,21
2024-03-06,MAT028,18,1.0,1.0,0.18553161704013738,21
2024-03-07,MAT028,18,1.0,1.0,0.11024056160884149,19
2024-03-08,MAT028,18,1.0,1.05,-0.0002876562850275266,18
2024-03-09,MAT028,18,1.0,1.1,0.15258468334790531,22
2024-03-10,MAT028,18,1.0,1.1,-0.032246808648334124,19
2024-03-11,MAT028,18,1.0,1.05,0.05605721789613238,19
2024-03-12,MAT028,18,1.0,1.0,-0.12822926254569117,15
2024-03-13,MAT028,18,1.0,1.0,0.06451505870476165,19
2024-03-14,MAT028,18,1.0,1.0,-0.08955763358865974,16
2024-03-15,MAT028,18,1.0,1.05,0.10870119266195788,20
2024-03-16,MAT028,18,1.0,1.1,-0.0343839354744373,19
2024-03-17,MAT028,18,1.0,1.1,-0.040636086181333075,18
2024-03-18,MAT028,18,1.0,1.05,0.09863105897903246,20
2024-03-19,MAT028,18,1.0,1.0,-0.029872544332048,17
2024-03-20,MAT028,18,1.0,1.0,0.08560854289985886,19
2024-03-21,MAT028,18,1.0,1.0,0.14202622421863287,20
2024-03-22,MAT028,18,1.0,1.05,-0.14524854612834665,16
2024-03-23,MAT028,18,1.0,1.1,-0.008390801601067727,19
2024-03-24,MAT028,18,1.0,1.1,0.17796461193483587,23
2024-03-25,MAT028,18,1.0,1.05,0.12487258057447664,21
2024-03-26,MAT028,18,1.0,1.0,0.1894449063953218,21
2024-03-27,MAT028,18,1.0,1.0,0.14412338270083014,20
2024-03-28,MAT028,18,1.0,1.0,-0.07591207283236674,16
2024-03-29,MAT028,18,1.0,1.05,-0.1283389559765884,16
2024-03-30,MAT028,18,1.0,1.1,-0.11578327822205262,17
2024-03-31,MAT028,18,1.0,1.1,-0.11324290467081793,17
2024-04-01,MAT028,18,1.05,1.05,-0.16970544205820548,16
2024-04-02,MAT028,18,1.05,1.0,0.16271803719070738,21
2024-04-03,MAT028,18,1.05,1.0,0.0010194357152639721,18
2024-04-04,MAT028,18,1.05,1.0,-0.15949152089470897,15
2024-04-05,MAT028,18,1.05,1.05,0.10505664272135429,21
2024-04-06,MAT028,18,1.05,1.1,-0.06974370715947198,19
2024-04-07,MAT028,18,1.05,1.1,-0.17158499686987794,17
2024-04-08,MAT028,18,1.05,1.05,-0.12409737693798686,17
2024-04-09,MAT028,18,1.05,1.0,0.06301993006539885,20
2024-04-10,MAT028,18,1.05,1.0,0.1176025182390964,21
2024-04-11,MAT028,18,1.05,1.0,-0.09852931578147538,17
2024-04-12,MAT028,18,1.05,1.05,0.03082330833000041,20
2024-04-13,MAT028,18,1.05,1.1,-0.1996509768749639,16
2024-04-14,MAT028,18,1.05,1.1,-0.08864501175724265,18
2024-04-15,MAT028,18,1.05,1.05,-0.1273464712633886,17
2024-04-16,MAT028,18,1.05,1.0,-0.16938151014025005,15
2024-04-17,MAT028,18,1.05,1.0,-0.006441880635846692,18
2024-04-18,MAT028,18,1.05,1.0,0.05240620593288098,19
2024-04-19,MAT028,18,1.05,1.05,-0.18144945853729855,16
2024-04-20,MAT028,18,1.05,1.1,-0.14484352832185185,17
2024-04-21,MAT028,18,1.05,1.1,0.17291647150457418,24
2024-04-22,MAT028,18,1.05,1.05,-0.11075486273275757,17
2024-04-23,MAT028,18,1.05,1.0,0.10399509862160305,20
2024-04-24,MAT028,18,1.05,1.0,0.09909399799697793,20
2024-04-25,MAT028,18,1.05,1.0,-0.07136699904954144,17
2024-04-26,MAT028,18,1.05,1.05,-0.11835324030134933,17
2024-04-27,MAT028,18,1.05,1.1,-0.10241977855370941,18
2024-04-28,MAT028,18,1.05,1.1,0.026359586793427814,21
2024-04-29,MAT028,18,1.05,1.05,-0.04753639183202024,18
2024-04-30,MAT028,18,1.05,1.0,-0.0017738567058517563,18
2024-05-01,MAT028,18,1.1,1.0,0.12464499326547646,22
2024-05-02,MAT028,18,1.1,1.0,0.0009185539185346536,19
2024-05-03,MAT028,18,1.1,1.05,0.1980915702953902,24
2024-05-04,MAT028,18,1.1,1.1,0.06633352152700367,23
2024-05-05,MAT028,18,1.1,1.1,-0.11710093674991735,19
2024-05-06,MAT028,18,1.1,1.05,-0.00019248715069286604,20
2024-05-07,MAT028,18,1.1,1.0,0.12536708878546582,22
2024-05-08,MAT028,18,1.1,1.0,-0.11267938604419886,17
2024-05-09,MAT028,18,1.1,1.0,0.09176885545741909,21
2024-05-10,MAT028,18,1.1,1.05,-0.18662038632364847,16
2024-05-11,MAT028,18,1.1,1.1,0.17705353255998374,25
2024-05-12,MAT028,18,1.1,1.1,0.0653446997657785,23
2024-05-13,MAT028,18,1.1,1.05,-0.13497187831936774,17
2024-05-14,MAT028,18,1.1,1.0,0.14971787975135842,22
2024-05-15,MAT028,18,1.1,1.0,-0.16727172764439577,16
2024-05-16,MAT028,18,1.1,1.0,-0.0376284145415115,19
2024-05-17,MAT028,18,1.1,1.05,0.0947797358397734,22
2024-05-18,MAT028,18,1.1,1.1,0.17496265094530605,25
2024-05-19,MAT028,18,1.1,1.1,-0.060475893264309244,20
2024-05-20,MAT028,18,1.1,1.05,0.1322044923853602,23
2024-05-21,MAT028,18,1.1,1.0,-0.12129909693389176,17
2024-05-22,MAT028,18,1.1,1.0,-0.18595585233408657,16
2024-05-23,MAT028,18,1.1,1.0,-0.18849560668298052,16
2024-05-24,MAT028,18,1.1,1.05,0.06326819648575982,22
2024-05-25,MAT028,18,1.1,1.1,-0.13831707762577064,18
2024-05-26,MAT028,18,1.1,1.1,-0.17987027584410928,17
2024-05-27,MAT028,18,1.1,1.05,0.19069901033265246,24
2024-05-28,MAT028,18,1.1,1.0,-0.10319509266812843,17
2024-05-29,MAT028,18,1.1,1.0,-0.014978206808179573,19
2024-05-30,MAT028,18,1.1,1.0,0.045232455647966935,20
2024-05-31,MAT028,18,1.1,1.05,-0.1422175853502753,17
2024-06-01,MAT028,18,1.15,1.1,-0.05713245572454592,21
2024-06-02,MAT028,18,1.15,1.1,0.05908273790738827,24
2024-06-03,MAT028,18,1.15,1.05,0.05590468698985063,22
2024-06-04,MAT028,18,1.15,1.0,0.13682292349468061,23
2024-06-05,MAT028,18,1.15,1.0,-0.025031026898098274,20
2024-06-06,MAT028,18,1.15,1.0,0.15593105022118242,23
2024-06-07,MAT028,18,1.15,1.05,0.07287709421009386,23
2024-06-08,MAT028,18,1.15,1.1,0.024842077960583075,23
2024-06-09,MAT028,18,1.15,1.1,-0.1531452695758343,19
2024-06-10,MAT028,18,1.15,1.05,0.029881564857172804,22
2024-06-11,MAT028,18,1.15,1.0,0.03786880712251142,21
2024-06-12,MAT028,18,1.15,1.0,0.10352175314425444,22
2024-06-13,MAT028,18,1.15,1.0,0.0876556269934089,22
2024-06-14,MAT028,18,1.15,1.05,0.01199207173838196,21
2024-06-15,MAT028,18,1.15,1.1,0.037131668555866554,23
2024-06-16,MAT028,18,1.15,1.1,0.10893708481388709,25
2024-06-17,MAT028,18,1.15,1.05,-0.0594238951452796,20
2024-06-18,MAT028,18,1.15,1.0,-0.146011553759789,17
2024-06-19,MAT028,18,1.15,1.0,0.14971975220104683,23
2024-06-20,MAT028,18,1.15,1.0,0.18600751008836197,24
2024-06-21,MAT028,18,1.15,1.05,-0.02827806450636214,21
2024-06-22,MAT028,18,1.15,1.1,0.19612391571107723,27
2024-06-23,MAT028,18,1.15,1.1,-0.07092203406651951,21
2024-06-24,MAT028,18,1.15,1.05,-0.17337036236370784,17
2024-06-25,MAT028,18,1.15,1.0,0.0289838324755006,21
2024-06-26,MAT028,18,1.15,1.0,0.14728027381877912,23
2024-06-27,MAT028,18,1.15,1.0,0.046992727294557474,21
2024-06-28,MAT028,18,1.15,1.05,-0.19622914070256275,17
2024-06-29,MAT028,18,1.15,1.1,-0.19526692743338858,18
2024-06-30,MAT028,18,1.15,1.1,0.08974042914576769,24
2024-07-01,MAT028,18,1.1,1.05,0.13813719828565252,23
2024-07-02,MAT028,18,1.1,1.0,-0.09878531635086972,17
2024-07-03,MAT028,18,1.1,1.0,-0.011947577294965595,19
2024-07-04,MAT028,18,1.1,1.0,0.18443636019498927,23
2024-07-05,MAT028,18,1.1,1.05,-0.01577036655604136,20
2024-07-06,MAT028,18,1.1,1.1,-0.1456743602367948,18
2024-07-07,MAT028,18,1.1,1.1,0.16466120266875317,25
2024-07-08,MAT028,18,1.1,1.05,-0.0019329323222271877,20
2024-07-09,MAT028,18,1.1,1.0,-0.06227722318044959,18
2024-07-10,MAT028,18,1.1,1.0,-0.16102691103759237,16
2024-07-11,MAT028,18,1.1,1.0,-0.016692681169684143,19
2024-07-12,MAT028,18,1.1,1.05,0.10786910762424745,23
2024-07-13,MAT028,18,1.1,1.1,0.08687373737523246,23
2024-07-14,MAT028,18,1.1,1.1,-0.001364939876159571,21
2024-07-15,MAT028,18,1.1,1.05,0.08781413841046282,22
2024-07-16,MAT028,18,1.1,1.0,-0.059695772647530815,18
2024-07-17,MAT028,18,1.1,1.0,0.09410728101207827,21
2024-07-18,MAT028,18,1.1,1.0,-0.16570633669985663,16
2024-07-19,MAT028,18,1.1,1.05,-0.12030638663405045,18
2024-07-20,MAT028,18,1.1,1.1,0.15108932885317478,25
2024-07-21,MAT028,18,1.1,1.1,-0.0825378372142967,19
2024-07-22,MAT028,18,1.1,1.05,-0.11762344221294914,18
2024-07-23,MAT028,18,1.1,1.0,-0.16439896474594176,16
2024-07-24,MAT028,18,1.1,1.0,-0.04281800224144691,18
2024-07-25,MAT028,18,1.1,1.0,-0.1732071699962853,16
2024-07-26,MAT028,18,1.1,1.05,-0.001207816018019725,20
2024-07-27,MAT028,18,1.1,1.1,0.16768189478665046,25
2024-07-28,MAT028,18,1.1,1.1,0.11485373807804122,24
2024-07-29,MAT028,18,1.1,1.05,-0.1837304921343939,16
2024-07-30,MAT028,18,1.1,1.0,-0.08009673435802762,18
2024-07-31,MAT028,18,1.1,1.0,-0.12494228681280549,17
2024-08-01,MAT028,18,1.0,1.0,-0.17322405793855644,14
2024-08-02,MAT028,18,1.0,1.05,-0.1565437808081368,15
2024-08-03,MAT028,18,1.0,1.1,0.1632577490251596,23
2024-08-04,MAT028,18,1.0,1.1,-0.07596671397448113,18
2024-08-05,MAT028,18,1.0,1.05,-0.04311044950856163,18
2024-08-06,MAT028,18,1.0,1.0,-0.005719652671321407,17
2024-08-07,MAT028,18,1.0,1.0,0.09797163925908575,19
2024-08-08,MAT028,18,1.0,1.0,0.11934818963423272,20
2024-08-09,MAT028,18,1.0,1.05,0.18549181714877266,22
2024-08-10,MAT028,18,1.0,1.1,-0.11572877175435275,17
2024-08-11,MAT028,18,1.0,1.1,-0.07957352860981058,18
2024-08-12,MAT028,18,1.0,1.05,-0.07481571391404906,17
2024-08-13,MAT028,18,1.0,1.0,-0.021896482676133366,17
2024-08-14,MAT028,18,1.0,1.0,0.12296174056949999,20
2024-08-15,MAT028,18,1.0,1.0,-0.1042175657875672,16
2024-08-16,MAT028,18,1.0,1.05,0.1131687066251929,21
2024-08-17,MAT028,18,1.0,1.1,-0.11838399264859426,17
2024-08-18,MAT028,18,1.0,1.1,0.08405904687893279,21
2024-08-19,MAT028,18,1.0,1.05,0.11960052793987119,21
2024-08-20,MAT028,18,1.0,1.0,0.14151349632578486,20
2024-08-21,MAT028,18,1.0,1.0,0.004114216576236979,18
2024-08-22,MAT028,18,1.0,1.0,-0.0685140053444507,16
2024-08-23,MAT028,18,1.0,1.05,0.10895369333390365,20
2024-08-24,MAT028,18,1.0,1.1,-0.07163341713586346,18
2024-08-25,MAT028,18,1.0,1.1,-0.14076448952743986,17
2024-08-26,MAT028,18,1.0,1.05,0.13387457947825043,21
2024-08-27,MAT028,18,1.0,1.0,-0.03550362809718752,17
2024-08-28,MAT028,18,1.0,1.0,0.028333506536650954,18
2024-08-29,MAT028,18,1.0,1.0,0.16737761856079414,21
2024-08-30,MAT028,18,1.0,1.05,-0.14568135150630912,16
2024-08-31,MAT028,18,1.0,1.1,0.0228735585782332,20
2024-09-01,MAT028,18,0.95,1.1,0.023505836659238444,19
2024-09-02,MAT028,18,0.95,1.05,0.14475652231930253,20
2024-09-03,MAT028,18,0.95,1.0,-0.06349641107053744,16
2024-09-04,MAT028,18,0.95,1.0,-0.03951436413842774,16
2024-09-05,MAT028,18,0.95,1.0,0.007717264737904961,17
2024-09-06,MAT028,18,0.95,1.05,-0.13312000710208982,15
2024-09-07,MAT028,18,0.95,1.1,-0.011735442226929516,18
2024-09-08,MAT028,18,0.95,1.1,-0.025567282307893124,18
2024-09-09,MAT028,18,0.95,1.05,-0.12104220999334886,15
2024-09-10,MAT028,18,0.95,1.0,0.1332090075190766,19
2024-09-11,MAT028,18,0.95,1.0,-0.027586495311665182,16
2024-09-12,MAT028,18,0.95,1.0,-0.07757363579260775,15
2024-09-13,MAT028,18,0.95,1.05,-0.14785030535912297,15
2024-09-14,MAT028,18,0.95,1.1,-0.1641008822518868,15
2024-09-15,MAT028,18,0.95,1.1,0.1840907573560051,22
2024-09-16,MAT028,18,0.95,1.05,0.19806137522280032,21
2024-09-17,MAT028,18,0.95,1.0,0.15917015352127717,19
2024-09-18,MAT028,18,0.95,1.0,-0.016547427143820626,16
2024-09-19,MAT028,18,0.95,1.0,0.12316630392483441,19
2024-09-20,MAT028,18,0.95,1.05,0.13371287943648358,20
2024-09-21,MAT028,18,0.95,1.1,-0.08007631574376717,17
2024-09-22,MAT028,18,0.95,1.1,0.03441162006755602,19
2024-09-23,MAT028,18,0.95,1.05,0.18272880670351055,21
2024-09-24,MAT028,18,0.95,1.0,-0.0879728799202642,15
2024-09-25,MAT028,18,0.95,1.0,0.06515454967943235,18
2024-09-26,MAT028,18,0.95,1.0,0.06501645005898005,18
2024-09-27,MAT028,18,0.95,1.05,-0.018931739264582026,17
2024-09-28,MAT028,18,0.95,1.1,-0.003868457898904859,18
2024-09-29,MAT028,18,0.95,1.1,-0.017446995083977734,18
2024-09-30,MAT028,18,0.95,1.05,0.008430769205986455,18
2024-10-01,MAT028,18,1.0,1.0,-0.14048888160193795,15
2024-10-02,MAT028,18,1.0,1.0,0.11789884479800494,20
2024-10-03,MAT028,18,1.0,1.0,0.06443004511236905,19
2024-10-04,MAT028,18,1.0,1.05,0.18952890931649552,22
2024-10-05,MAT028,18,1.0,1.1,-0.10174272437075525,17
2024-10-06,MAT028,18,1.0,1.1,-0.1416127027702886,16
2024-10-07,MAT028,18,1.0,1.05,-0.06297837365500328,17
2024-10-08,MAT028,18,1.0,1.0,0.0038965612594023535,18
2024-10-09,MAT028,18,1.0,1.0,-0.11799617822627675,15
2024-10-10,MAT028,18,1.0,1.0,-0.015759587571235245,17
2024-10-11,MAT028,18,1.0,1.05,0.05704529908574779,19
2024-10-12,MAT028,18,1.0,1.1,-0.17753148194983903,16
2024-10-13,MAT028,18,1.0,1.1,0.10321194527386729,21
2024-10-14,MAT028,18,1.0,1.05,0.17588451226521185,22
2024-10-15,MAT028,18,1.0,1.0,-0.09270071403071385,16
2024-10-16,MAT028,18,1.0,1.0,0.11048894866079123,19
2024-10-17,MAT028,18,1.0,1.0,-0.03282629550659988,17
2024-10-18,MAT028,18,1.0,1.05,0.06577306475919403,20
2024-10-19,MAT028,18,1.0,1.1,0.09720642803205115,21
2024-10-20,MAT028,18,1.0,1.1,-0.08201054028358797,18
2024-10-21,MAT028,18,1.0,1.05,0.11495903815864045,21
2024-10-22,MAT028,18,1.0,1.0,-0.15795546590329154,15
2024-10-23,MAT028,18,1.0,1.0,0.1946899391032883,21
2024-10-24,MAT028,18,1.0,1.0,-0.0651900060154611,16
2024-10-25,MAT028,18,1.0,1.05,-0.1104788938890014,16
2024-10-26,MAT028,18,1.0,1.1,-0.1445383817229228,16
2024-10-27,MAT028,18,1.0,1.1,0.12487285013294908,22
2024-10-28,MAT028,18,1.0,1.05,0.034356149340026704,19
2024-10-29,MAT028,18,1.0,1.0,0.18066811881817862,21
2024-10-30,MAT028,18,1.0,1.0,0.05907135618624759,19
2024-10-31,MAT028,18,1.0,1.0,-0.0637628061126255,16
2024-11-01,MAT028,18,1.2,1.05,0.13456501360342427,25
2024-11-02,MAT028,18,1.2,1.1,-0.08750598350527397,21
2024-11-03,MAT028,18,1.2,1.1,-0.08366372584786129,21
2024-11-04,MAT028,18,1.2,1.05,-0.18868796425784806,18
2024-11-05,MAT028,18,1.2,1.0,-0.09919092434917483,19
2024-11-06,MAT028,18,1.2,1.0,-0.09542631267824304,19
2024-11-07,MAT028,18,1.2,1.0,-0.0809913969604136,19
2024-11-08,MAT028,18,1.2,1.05,-0.052548560258974336,21
2024-11-09,MAT028,18,1.2,1.1,0.030669593128052786,24
2024-11-10,MAT028,18,1.2,1.1,-0.11344359194739383,21
2024-11-11,MAT028,18,1.2,1.05,0.05470440681923644,23
2024-11-12,MAT028,18,1.2,1.0,-0.1466739762709106,18
2024-11-13,MAT028,18,1.2,1.0,0.17236435918059584,25
2024-11-14,MAT028,18,1.2,1.0,-0.18955590580547763,17
2024-11-15,MAT028,18,1.2,1.05,0.16327915561391992,26
2024-11-16,MAT028,18,1.2,1.1,0.018880103858875563,24
2024-11-17,MAT028,18,1.2,1.1,0.08401813809848291,25
2024-11-18,MAT028,18,1.2,1.05,-0.08066290764463996,20
2024-11-19,MAT028,18,1.2,1.0,-0.13048048603820953,18
2024-11-20,MAT028,18,1.2,1.0,0.17891788353861326,25
2024-11-21,MAT028,18,1.2,1.0,-0.023598472901313172,21
2024-11-22,MAT028,18,1.2,1.05,-0.0077948394574916535,22
2024-11-23,MAT028,18,1.2,1.1,0.19427136172653237,28
2024-11-24,MAT028,18,1.2,1.1,-0.06557248040705618,22
2024-11-25,MAT028,18,1.2,1.05,-0.1599233591997991,19
2024-11-26,MAT028,18,1.2,1.0,0.03476568914521985,22
2024-11-27,MAT028,18,1.2,1.0,0.02192303240784277,22
2024-11-28,MAT028,18,1.2,1.0,0.10924174716492746,23
2024-11-29,MAT028,18,1.2,1.05,0.18203123820175093,26
2024-11-30,MAT028,18,1.2,1.1,-0.07693024931082598,21
2024-12-01,MAT028,18,1.5,1.1,0.08871857900821561,32
2024-12-02,MAT028,18,1.5,1.05,-0.026198770850804298,27
2024-12-03,MAT028,18,1.5,1.0,0.11350911584401085,30
2024-12-04,MAT028,18,1.5,1.0,-0.13428921495150364,23
2024-12-05,MAT028,18,1.5,1.0,0.00034256686565797834,27
2024-12-06,MAT028,18,1.5,1.05,-0.16912522885231454,23
2024-12-07,MAT028,18,1.5,1.1,0.02446981168093973,30
2024-12-08,MAT028,18,1.5,1.1,-0.13241055631008541,25
2024-12-09,MAT028,18,1.5,1.05,0.1840180278865844,33
2024-12-10,MAT028,18,1.5,1.0,0.021732132640641666,27
2024-12-11,MAT028,18,1.5,1.0,0.011749835315364082,27
2024-12-12,MAT028,18,1.5,1.0,0.18893228947414326,32
2024-12-13,MAT028,18,1.5,1.05,-0.0006338852892978919,28
2024-12-14,MAT028,18,1.5,1.1,0.07069058561784536,31
2024-12-15,MAT028,18,1.5,1.1,-0.1813273884078909,24
2024-12-16,MAT028,18,1.5,1.05,0.08333552623742335,30
2024-12-17,MAT028,18,1.5,1.0,-0.1582758504858938,22
2024-12-18,MAT028,18,1.5,1.0,0.11209385179207954,30
2024-12-19,MAT028,18,1.5,1.0,0.15073833301812645,31
2024-12-20,MAT028,18,1.5,1.05,-0.07381285257423151,26
2024-12-21,MAT028,18,1.5,1.1,0.1512520056202477,34
2024-12-22,MAT028,18,1.5,1.1,-0.006945303377546536,29
2024-12-23,MAT028,18,1.5,1.05,0.02863043247445013,29
2024-12-24,MAT028,18,1.5,1.0,-0.03560685156548474,26
2024-12-25,MAT028,18,1.5,1.0,-0.009383149015114972,26
2024-12-26,MAT028,18,1.5,1.0,0.16330835880682265,31
2024-12-27,MAT028,18,1.5,1.05,0.17891776126936348,33
2024-12-28,MAT028,18,1.5,1.1,-0.021652423163377094,29
2024-12-29,MAT028,18,1.5,1.1,0.005744589106480319,29
2024-12-30,MAT028,18,1.5,1.05,-0.15353000658131305,23
2024-12-31,MAT028,18,1.5,1.0,-0.06975154243904105,25
2025-01-01,MAT028,18,0.9,1.0,0.0052948715671576885,16
2025-01-02,MAT028,18,0.9,1.0,-0.11896689996085828,14
2025-01-03,MAT028,18,0.9,1.05,0.030613305614175385,17
2025-01-04,MAT028,18,0.9,1.1,0.07411329353720025,19
2025-01-05,MAT028,18,0.9,1.1,0.059984018192685284,18
2025-01-06,MAT028,18,0.9,1.05,-0.022995002804682446,16
2025-01-07,MAT028,18,0.9,1.0,0.10772764822409164,17
2025-01-08,MAT028,18,0.9,1.0,-0.07219103568346372,15
2025-01-09,MAT028,18,0.9,1.0,-0.012289226233540035,16
2025-01-10,MAT028,18,0.9,1.05,-0.09193804469447664,15
2025-01-11,MAT028,18,0.9,1.1,0.04145143602626308,18
2025-01-12,MAT028,18,0.9,1.1,-0.02371718670055198,17
2025-01-13,MAT028,18,0.9,1.05,-0.11315490138017875,15
2025-01-14,MAT028,18,0.9,1.0,-0.07672601805563617,14
2025-01-15,MAT028,18,0.9,1.0,-0.0882127692610974,14
2025-01-16,MAT028,18,0.9,1.0,0.1643650878617331,18
2025-01-17,MAT028,18,0.9,1.05,0.008781710178334012,17
2025-01-18,MAT028,18,0.9,1.1,0.06106233538486311,18
2025-01-19,MAT028,18,0.9,1.1,0.17389350948074156,20
2025-01-20,MAT028,18,0.9,1.05,-0.1271128818923989,14
2025-01-21,MAT028,18,0.9,1.0,0.17475750287907166,19
2025-01-22,MAT028,18,0.9,1.0,0.015854883967470673,16
2025-01-23,MAT028,18,0.9,1.0,0.142485683701301,18
2025-01-24,MAT028,18,0.9,1.05,-0.13280177803983229,14
2025-01-25,MAT028,18,0.9,1.1,-0.09082564831514893,16
2025-01-26,MAT028,18,0.9,1.1,-0.12233158816903496,15
2025-01-27,MAT028,18,0.9,1.05,0.06136871349513606,18
2025-01-28,MAT028,18,0.9,1.0,-0.14369543898163983,13
2025-01-29,MAT028,18,0.9,1.0,0.11700902055730117,18
2025-01-30,MAT028,18,0.9,1.0,-0.09982548353432047,14
2025-01-31,MAT028,18,0.9,1.05,-0.09780981520820148,15
2025-02-01,MAT028,18,0.95,1.1,-0.08755148144361127,17
2025-02-02,MAT028,18,0.95,1.1,0.098555238180006,20
2025-02-03,MAT028,18,0.95,1.05,0.16968638064386754,21
2025-02-04,MAT028,18,0.95,1.0,0.16300400566419082,19
2025-02-05,MAT028,18,0.95,1.0,-0.15949831159571,14
2025-02-06,MAT028,18,0.95,1.0,-0.09502523867652886,15
2025-02-07,MAT028,18,0.95,1.05,0.06887278636931138,19
2025-02-08,MAT028,18,0.95,1.1,0.04742025630311311,19
2025-02-09,MAT028,18,0.95,1.1,-0.059988374037773406,17
2025-02-10,MAT028,18,0.95,1.05,0.14513732936586077,20
2025-02-11,MAT028,18,0.95,1.0,-0.14781348995258564,14
2025-02-12,MAT028,18,0.95,1.0,0.0556127512340851,18
2025-02-13,MAT028,18,0.95,1.0,-0.09076620972345154,15
2025-02-14,MAT028,18,0.95,1.05,0.010869848820692474,18
2025-02-15,MAT028,18,0.95,1.1,-0.04500537182032621,17
2025-02-16,MAT028,18,0.95,1.1,0.1918940397710504,22
2025-02-17,MAT028,18,0.95,1.05,-0.005323090490161164,17
2025-02-18,MAT028,18,0.95,1.0,0.19043735711575854,20
2025-02-19,MAT028,18,0.95,1.0,-0.09799163331585313,15
2025-02-20,MAT028,18,0.95,1.0,0.10717637291261689,18
2025-02-21,MAT028,18,0.95,1.05,0.08682325007692376,19
2025-02-22,MAT028,18,0.95,1.1,0.13905811498484044,21
2025-02-23,MAT028,18,0.95,1.1,0.07744298550362594,20
2025-02-24,MAT028,18,0.95,1.05,0.07294363924821695,19
2025-02-25,MAT028,18,0.95,1.0,0.06428310291144684,18
2025-02-26,MAT028,18,0.95,1.0,0.19402062883056875,20
2025-02-27,MAT028,18,0.95,1.0,-0.1087608895688542,15
2025-02-28,MAT028,18,0.95,1.05,-0.18795452605623525,14
2025-03-01,MAT028,18,1.0,1.1,0.07118834577356703,21
2025-03-02,MAT028,18,1.0,1.1,-0.13106489200577615,17
2025-03-03,MAT028,18,1.0,1.05,0.0717535720643887,20
2025-03-04,MAT028,18,1.0,1.0,-0.07212583566811981,16
2025-03-05,MAT028,18,1.0,1.0,-0.18265931303740485,14
2025-03-06,MAT028,18,1.0,1.0,0.10790719688963218,19
2025-03-07,MAT028,18,1.0,1.05,-0.17934073006447027,15
2025-03-08,MAT028,18,1.0,1.1,-0.11034467374599083,17
2025-03-09,MAT028,18,1.0,1.1,-0.06543654648192915,18
2025-03-10,MAT028,18,1.0,1.05,-0.14690021976759984,16
2025-03-11,MAT028,18,1.0,1.0,0.16542766435725043,20
2025-03-12,MAT028,18,1.0,1.0,0.048734596366722005,18
2025-03-13,MAT028,18,1.0,1.0,0.1501583787225752,20
2025-03-14,MAT028,18,1.0,1.05,0.07282082518303057,20
2025-03-15,MAT028,18,1.0,1.1,0.19677816240146473,23
2025-03-16,MAT028,18,1.0,1.1,0.010061119544263752,19
2025-03-17,MAT028,18,1.0,1.05,-0.17849470348187016,15
2025-03-18,MAT028,18,1.0,1.0,-0.13565654225692741,15
2025-03-19,MAT028,18,1.0,1.0,0.035373064787485475,18
2025-03-20,MAT028,18,1.0,1.0,-0.06090858437694263,16
2025-03-21,MAT028,18,1.0,1.05,-0.1548428796138866,15
2025-03-22,MAT028,18,1.0,1.1,-0.10474410323254046,17
2025-03-23,MAT028,18,1.0,1.1,-0.010171707852995343,19
2025-03-24,MAT028,18,1.0,1.05,0.007272748086537245,19
2025-03-25,MAT028,18,1.0,1.0,0.17383250352134433,21
2025-03-26,MAT028,18,1.0,1.0,-0.16372830067729766,15
